id,arrival_time,departure_time,location_type,target_soc,initial_soc
1,2025-01-01 00:00:00,2025-01-01 11:00:00,home,0.8,0.2944664098497545
1,2025-01-01 17:00:00,2025-01-02 08:00:00,home,0.8,0.2902643076046944
1,2025-01-02 09:00:00,2025-01-02 18:00:00,work,0.5,0.3927170111069088
1,2025-01-02 19:00:00,2025-01-03 08:00:00,home,0.8,0.2154825374943791
1,2025-01-03 09:00:00,2025-01-03 18:00:00,work,0.5,0.3709277994269296
1,2025-01-03 19:00:00,2025-01-04 11:00:00,home,0.8,0.2008651412767196
1,2025-01-04 17:00:00,2025-01-05 11:00:00,home,0.8,0.31835875576715
1,2025-01-05 17:00:00,2025-01-06 08:00:00,home,0.8,0.3787079043163236
1,2025-01-06 09:00:00,2025-01-06 18:00:00,work,0.5,0.2729887856777178
1,2025-01-06 19:00:00,2025-01-07 08:00:00,home,0.8,0.3430049310953489
1,2025-01-07 09:00:00,2025-01-07 18:00:00,work,0.5,0.2458516666637965
1,2025-01-07 19:00:00,2025-01-08 08:00:00,home,0.8,0.2389120039392031
1,2025-01-08 09:00:00,2025-01-08 18:00:00,work,0.5,0.3497711671883988
1,2025-01-08 19:00:00,2025-01-09 08:00:00,home,0.8,0.3683061434440066
1,2025-01-09 09:00:00,2025-01-09 18:00:00,work,0.5,0.3963798534145775
1,2025-01-09 19:00:00,2025-01-10 08:00:00,home,0.8,0.2421799284456177
1,2025-01-10 09:00:00,2025-01-10 18:00:00,work,0.5,0.3590850128774507
1,2025-01-10 19:00:00,2025-01-11 11:00:00,home,0.8,0.2172605423700417
1,2025-01-11 17:00:00,2025-01-12 11:00:00,home,0.8,0.3996974876094482
1,2025-01-12 17:00:00,2025-01-13 08:00:00,home,0.8,0.2894027199781796
1,2025-01-13 09:00:00,2025-01-13 18:00:00,work,0.5,0.252840022285383
1,2025-01-13 19:00:00,2025-01-14 08:00:00,home,0.8,0.399676257988564
1,2025-01-14 09:00:00,2025-01-14 18:00:00,work,0.5,0.3719964916425156
1,2025-01-14 19:00:00,2025-01-15 08:00:00,home,0.8,0.2706415886374212
1,2025-01-15 09:00:00,2025-01-15 18:00:00,work,0.5,0.376848606611589
1,2025-01-15 19:00:00,2025-01-16 08:00:00,home,0.8,0.2356307008618622
1,2025-01-16 09:00:00,2025-01-16 18:00:00,work,0.5,0.382930231893387
1,2025-01-16 19:00:00,2025-01-17 08:00:00,home,0.8,0.2697062455968308
1,2025-01-17 09:00:00,2025-01-17 18:00:00,work,0.5,0.2492286614711465
1,2025-01-17 19:00:00,2025-01-18 11:00:00,home,0.8,0.2346426136502394
1,2025-01-18 17:00:00,2025-01-19 11:00:00,home,0.8,0.2964068987255298
1,2025-01-19 17:00:00,2025-01-20 08:00:00,home,0.8,0.2877361538372463
1,2025-01-20 09:00:00,2025-01-20 18:00:00,work,0.5,0.2849877160757954
1,2025-01-20 19:00:00,2025-01-21 08:00:00,home,0.8,0.3662521278622426
1,2025-01-21 09:00:00,2025-01-21 18:00:00,work,0.5,0.2984829498000076
1,2025-01-21 19:00:00,2025-01-22 08:00:00,home,0.8,0.2101839296484414
1,2025-01-22 09:00:00,2025-01-22 18:00:00,work,0.5,0.2475839979521047
1,2025-01-22 19:00:00,2025-01-23 08:00:00,home,0.8,0.3333751941067366
1,2025-01-23 09:00:00,2025-01-23 18:00:00,work,0.5,0.2878894664801509
1,2025-01-23 19:00:00,2025-01-24 08:00:00,home,0.8,0.2624427528671516
1,2025-01-24 09:00:00,2025-01-24 18:00:00,work,0.5,0.2397717377305797
