ID,arrival_time,departure_time,location_type,target_soc,initial_soc
2,2025-01-01 00:00:00,2025-01-01 11:00:00,home,0.8,0.373335103663327
2,2025-01-01 17:00:00,2025-01-02 09:00:00,home,0.8,0.39002084768782097
2,2025-01-02 10:00:00,2025-01-02 19:00:00,work,0.5,0.2257049765372309
2,2025-01-02 20:00:00,2025-01-03 09:00:00,home,0.8,0.2594485860000698
2,2025-01-03 10:00:00,2025-01-03 19:00:00,work,0.5,0.3188094663430989
2,2025-01-03 20:00:00,2025-01-04 11:00:00,home,0.8,0.21375732293092095
2,2025-01-04 17:00:00,2025-01-05 11:00:00,home,0.8,0.30857578189476487
2,2025-01-05 17:00:00,2025-01-06 09:00:00,home,0.8,0.351320382667431
2,2025-01-06 10:00:00,2025-01-06 19:00:00,work,0.5,0.2973632098700763
2,2025-01-06 20:00:00,2025-01-07 09:00:00,home,0.8,0.30172711759043763
2,2025-01-07 10:00:00,2025-01-07 19:00:00,work,0.5,0.30577056471406555
2,2025-01-07 20:00:00,2025-01-08 09:00:00,home,0.8,0.3339684827475863
2,2025-01-08 10:00:00,2025-01-08 19:00:00,work,0.5,0.37469923031096913
2,2025-01-08 20:00:00,2025-01-09 09:00:00,home,0.8,0.35817763463593666
2,2025-01-09 10:00:00,2025-01-09 19:00:00,work,0.5,0.2986049736756443
2,2025-01-09 20:00:00,2025-01-10 09:00:00,home,0.8,0.3279144362271272
2,2025-01-10 10:00:00,2025-01-10 19:00:00,work,0.5,0.2841598852132522
2,2025-01-10 20:00:00,2025-01-11 11:00:00,home,0.8,0.29753334956246313
2,2025-01-11 17:00:00,2025-01-12 11:00:00,home,0.8,0.2079316050639026
2,2025-01-12 17:00:00,2025-01-13 09:00:00,home,0.8,0.22594252866557507
2,2025-01-13 10:00:00,2025-01-13 19:00:00,work,0.5,0.21473794949469555
2,2025-01-13 20:00:00,2025-01-14 09:00:00,home,0.8,0.34998871266662585
2,2025-01-14 10:00:00,2025-01-14 19:00:00,work,0.5,0.25670506167741014
2,2025-01-14 20:00:00,2025-01-15 09:00:00,home,0.8,0.3592543638200356
2,2025-01-15 10:00:00,2025-01-15 19:00:00,work,0.5,0.3011260771487996
2,2025-01-15 20:00:00,2025-01-16 09:00:00,home,0.8,0.3778347462603683
2,2025-01-16 10:00:00,2025-01-16 19:00:00,work,0.5,0.2655126673938727
2,2025-01-16 20:00:00,2025-01-17 09:00:00,home,0.8,0.39565910166041185
2,2025-01-17 10:00:00,2025-01-17 19:00:00,work,0.5,0.21402619361490205
2,2025-01-17 20:00:00,2025-01-18 11:00:00,home,0.8,0.2554727827848259
2,2025-01-18 17:00:00,2025-01-19 11:00:00,home,0.8,0.3155820957282599
2,2025-01-19 17:00:00,2025-01-20 09:00:00,home,0.8,0.27444544915815167
2,2025-01-20 10:00:00,2025-01-20 19:00:00,work,0.5,0.3687441662922382
2,2025-01-20 20:00:00,2025-01-21 09:00:00,home,0.8,0.23248533005394567
2,2025-01-21 10:00:00,2025-01-21 19:00:00,work,0.5,0.2565474287527263
2,2025-01-21 20:00:00,2025-01-22 09:00:00,home,0.8,0.2470628294151907
2,2025-01-22 10:00:00,2025-01-22 19:00:00,work,0.5,0.2806004333149066
2,2025-01-22 20:00:00,2025-01-23 09:00:00,home,0.8,0.2711292184906417
2,2025-01-23 10:00:00,2025-01-23 19:00:00,work,0.5,0.2756363069798503
2,2025-01-23 20:00:00,2025-01-24 09:00:00,home,0.8,0.34604557717124473
2,2025-01-24 10:00:00,2025-01-24 19:00:00,work,0.5,0.35534782623121036
2,2025-01-24 20:00:00,2025-01-25 11:00:00,home,0.8,0.32437701898673094
2,2025-01-25 17:00:00,2025-01-26 11:00:00,home,0.8,0.20586694377131248
2,2025-01-26 17:00:00,2025-01-27 09:00:00,home,0.8,0.2933597725975231
