ID,arrival_time,departure_time,location_type,target_soc,initial_soc
1,2025-01-01 00:00:00,2025-01-01 11:00:00,home,0.8,0.29446640984975453
1,2025-01-01 17:00:00,2025-01-02 08:00:00,home,0.8,0.29026430760469446
1,2025-01-02 09:00:00,2025-01-02 18:00:00,work,0.5,0.3927170111069088
1,2025-01-02 19:00:00,2025-01-03 08:00:00,home,0.8,0.21548253749437918
1,2025-01-03 09:00:00,2025-01-03 18:00:00,work,0.5,0.37092779942692966
1,2025-01-03 19:00:00,2025-01-04 11:00:00,home,0.8,0.20086514127671964
1,2025-01-04 17:00:00,2025-01-05 11:00:00,home,0.8,0.31835875576715006
1,2025-01-05 17:00:00,2025-01-06 08:00:00,home,0.8,0.3787079043163236
1,2025-01-06 09:00:00,2025-01-06 18:00:00,work,0.5,0.27298878567771784
1,2025-01-06 19:00:00,2025-01-07 08:00:00,home,0.8,0.3430049310953489
1,2025-01-07 09:00:00,2025-01-07 18:00:00,work,0.5,0.2458516666637965
1,2025-01-07 19:00:00,2025-01-08 08:00:00,home,0.8,0.2389120039392031
1,2025-01-08 09:00:00,2025-01-08 18:00:00,work,0.5,0.34977116718839885
1,2025-01-08 19:00:00,2025-01-09 08:00:00,home,0.8,0.36830614344400664
1,2025-01-09 09:00:00,2025-01-09 18:00:00,work,0.5,0.3963798534145775
1,2025-01-09 19:00:00,2025-01-10 08:00:00,home,0.8,0.24217992844561773
1,2025-01-10 09:00:00,2025-01-10 18:00:00,work,0.5,0.3590850128774507
1,2025-01-10 19:00:00,2025-01-11 11:00:00,home,0.8,0.21726054237004178
1,2025-01-11 17:00:00,2025-01-12 11:00:00,home,0.8,0.39969748760944823
1,2025-01-12 17:00:00,2025-01-13 08:00:00,home,0.8,0.2894027199781796
1,2025-01-13 09:00:00,2025-01-13 18:00:00,work,0.5,0.252840022285383
1,2025-01-13 19:00:00,2025-01-14 08:00:00,home,0.8,0.39967625798856404
1,2025-01-14 09:00:00,2025-01-14 18:00:00,work,0.5,0.37199649164251564
1,2025-01-14 19:00:00,2025-01-15 08:00:00,home,0.8,0.2706415886374212
1,2025-01-15 09:00:00,2025-01-15 18:00:00,work,0.5,0.37684860661158903
1,2025-01-15 19:00:00,2025-01-16 08:00:00,home,0.8,0.23563070086186222
1,2025-01-16 09:00:00,2025-01-16 18:00:00,work,0.5,0.382930231893387
1,2025-01-16 19:00:00,2025-01-17 08:00:00,home,0.8,0.2697062455968308
1,2025-01-17 09:00:00,2025-01-17 18:00:00,work,0.5,0.24922866147114653
1,2025-01-17 19:00:00,2025-01-18 11:00:00,home,0.8,0.23464261365023942
1,2025-01-18 17:00:00,2025-01-19 11:00:00,home,0.8,0.29640689872552983
1,2025-01-19 17:00:00,2025-01-20 08:00:00,home,0.8,0.2877361538372463
1,2025-01-20 09:00:00,2025-01-20 18:00:00,work,0.5,0.2849877160757954
1,2025-01-20 19:00:00,2025-01-21 08:00:00,home,0.8,0.3662521278622426
1,2025-01-21 09:00:00,2025-01-21 18:00:00,work,0.5,0.29848294980000767
1,2025-01-21 19:00:00,2025-01-22 08:00:00,home,0.8,0.21018392964844143
1,2025-01-22 09:00:00,2025-01-22 18:00:00,work,0.5,0.24758399795210473
1,2025-01-22 19:00:00,2025-01-23 08:00:00,home,0.8,0.33337519410673666
1,2025-01-23 09:00:00,2025-01-23 18:00:00,work,0.5,0.2878894664801509
1,2025-01-23 19:00:00,2025-01-24 08:00:00,home,0.8,0.2624427528671516
1,2025-01-24 09:00:00,2025-01-24 18:00:00,work,0.5,0.23977173773057978
1,2025-01-24 19:00:00,2025-01-25 11:00:00,home,0.8,0.30521680358685466
1,2025-01-25 17:00:00,2025-01-26 11:00:00,home,0.8,0.3712771022666288
1,2025-01-26 17:00:00,2025-01-27 08:00:00,home,0.8,0.35653071646288703
1,2025-01-27 09:00:00,2025-01-27 18:00:00,work,0.5,0.30245049188609247
1,2025-01-27 19:00:00,2025-01-28 08:00:00,home,0.8,0.2820822976020473
1,2025-01-28 09:00:00,2025-01-28 18:00:00,work,0.5,0.23598400434129296
1,2025-01-28 19:00:00,2025-01-29 08:00:00,home,0.8,0.2579987149837702
1,2025-01-29 09:00:00,2025-01-29 18:00:00,work,0.5,0.30332755696565117
1,2025-01-29 19:00:00,2025-01-30 08:00:00,home,0.8,0.2972979156851927
1,2025-01-30 09:00:00,2025-01-30 18:00:00,work,0.5,0.3841898655846006
1,2025-01-30 19:00:00,2025-01-31 08:00:00,home,0.8,0.20124899180686184
1,2025-01-31 09:00:00,2025-01-31 18:00:00,work,0.5,0.3847265622396006
1,2025-01-31 19:00:00,2025-02-01 11:00:00,home,0.8,0.3164909277398325
1,2025-02-01 17:00:00,2025-02-02 11:00:00,home,0.8,0.21845464198566883
1,2025-02-02 17:00:00,2025-02-03 08:00:00,home,0.8,0.34433493407927873
1,2025-02-03 09:00:00,2025-02-03 18:00:00,work,0.5,0.2017354992325983
1,2025-02-03 19:00:00,2025-02-04 08:00:00,home,0.8,0.2731919220143482
1,2025-02-04 09:00:00,2025-02-04 18:00:00,work,0.5,0.25899028069966074
1,2025-02-04 19:00:00,2025-02-05 08:00:00,home,0.8,0.35051494913412834
1,2025-02-05 09:00:00,2025-02-05 18:00:00,work,0.5,0.30129757937214163
1,2025-02-05 19:00:00,2025-02-06 08:00:00,home,0.8,0.2538729247221254
1,2025-02-06 09:00:00,2025-02-06 18:00:00,work,0.5,0.20370363775535227
1,2025-02-06 19:00:00,2025-02-07 08:00:00,home,0.8,0.2950686821472074
1,2025-02-07 09:00:00,2025-02-07 18:00:00,work,0.5,0.25756143841902956
1,2025-02-07 19:00:00,2025-02-08 11:00:00,home,0.8,0.3696827679327703
1,2025-02-08 17:00:00,2025-02-09 11:00:00,home,0.8,0.26530727377432095
1,2025-02-09 17:00:00,2025-02-10 08:00:00,home,0.8,0.31877582512404934
1,2025-02-10 09:00:00,2025-02-10 18:00:00,work,0.5,0.364000163185402
1,2025-02-10 19:00:00,2025-02-11 08:00:00,home,0.8,0.26077556447153727
1,2025-02-11 09:00:00,2025-02-11 18:00:00,work,0.5,0.32158997534388367
1,2025-02-11 19:00:00,2025-02-12 08:00:00,home,0.8,0.3049153897087788
1,2025-02-12 09:00:00,2025-02-12 18:00:00,work,0.5,0.311220871445198
1,2025-02-12 19:00:00,2025-02-13 08:00:00,home,0.8,0.28774772779097685
1,2025-02-13 09:00:00,2025-02-13 18:00:00,work,0.5,0.3015048189010693
1,2025-02-13 19:00:00,2025-02-14 08:00:00,home,0.8,0.33155774192615084
1,2025-02-14 09:00:00,2025-02-14 18:00:00,work,0.5,0.20916662223068358
1,2025-02-14 19:00:00,2025-02-15 11:00:00,home,0.8,0.3822395716882171
1,2025-02-15 17:00:00,2025-02-16 11:00:00,home,0.8,0.3751784157492273
1,2025-02-16 17:00:00,2025-02-17 08:00:00,home,0.8,0.2505091759125167
1,2025-02-17 09:00:00,2025-02-17 18:00:00,work,0.5,0.35942295990077355
1,2025-02-17 19:00:00,2025-02-18 08:00:00,home,0.8,0.35376371404363555
1,2025-02-18 09:00:00,2025-02-18 18:00:00,work,0.5,0.36772917083324236
1,2025-02-18 19:00:00,2025-02-19 08:00:00,home,0.8,0.37981504211400924
1,2025-02-19 09:00:00,2025-02-19 18:00:00,work,0.5,0.39683524610154375
1,2025-02-19 19:00:00,2025-02-20 08:00:00,home,0.8,0.3843256059707906
1,2025-02-20 09:00:00,2025-02-20 18:00:00,work,0.5,0.32709503663104667
1,2025-02-20 19:00:00,2025-02-21 08:00:00,home,0.8,0.372024030853903
1,2025-02-21 09:00:00,2025-02-21 18:00:00,work,0.5,0.32417788626564886
1,2025-02-21 19:00:00,2025-02-22 11:00:00,home,0.8,0.25675845013550286
1,2025-02-22 17:00:00,2025-02-23 11:00:00,home,0.8,0.38528809397890523
1,2025-02-23 17:00:00,2025-02-24 08:00:00,home,0.8,0.35261724606284595
1,2025-02-24 09:00:00,2025-02-24 18:00:00,work,0.5,0.3681347150228219
1,2025-02-24 19:00:00,2025-02-25 08:00:00,home,0.8,0.2566166760228573
1,2025-02-25 09:00:00,2025-02-25 18:00:00,work,0.5,0.38057086129751383
1,2025-02-25 19:00:00,2025-02-26 08:00:00,home,0.8,0.35941328899335684
1,2025-02-26 09:00:00,2025-02-26 18:00:00,work,0.5,0.39377684897513066
1,2025-02-26 19:00:00,2025-02-27 08:00:00,home,0.8,0.2712474127716839
1,2025-02-27 09:00:00,2025-02-27 18:00:00,work,0.5,0.26048273343687245
1,2025-02-27 19:00:00,2025-02-28 08:00:00,home,0.8,0.267932817690477
1,2025-02-28 09:00:00,2025-02-28 18:00:00,work,0.5,0.20687227683143783
1,2025-02-28 19:00:00,2025-03-01 11:00:00,home,0.8,0.3301788961583062
1,2025-03-01 17:00:00,2025-03-02 11:00:00,home,0.8,0.3040497598330994
1,2025-03-02 17:00:00,2025-03-03 08:00:00,home,0.8,0.3325103802504604
1,2025-03-03 09:00:00,2025-03-03 18:00:00,work,0.5,0.3700896900957832
1,2025-03-03 19:00:00,2025-03-04 08:00:00,home,0.8,0.3768891043720386
1,2025-03-04 09:00:00,2025-03-04 18:00:00,work,0.5,0.26520137316520975
1,2025-03-04 19:00:00,2025-03-05 08:00:00,home,0.8,0.35091638918122997
1,2025-03-05 09:00:00,2025-03-05 18:00:00,work,0.5,0.2106254499149628
1,2025-03-05 19:00:00,2025-03-06 08:00:00,home,0.8,0.30770338099299444
1,2025-03-06 09:00:00,2025-03-06 18:00:00,work,0.5,0.25104880502954713
1,2025-03-06 19:00:00,2025-03-07 08:00:00,home,0.8,0.2334027407234979
1,2025-03-07 09:00:00,2025-03-07 18:00:00,work,0.5,0.2985758174827387
1,2025-03-07 19:00:00,2025-03-08 11:00:00,home,0.8,0.2550928449737932
1,2025-03-08 17:00:00,2025-03-09 11:00:00,home,0.8,0.2492135699253124
1,2025-03-09 17:00:00,2025-03-10 08:00:00,home,0.8,0.2820804681886994
1,2025-03-10 09:00:00,2025-03-10 18:00:00,work,0.5,0.25184870267478643
1,2025-03-10 19:00:00,2025-03-11 08:00:00,home,0.8,0.3399891532780581
1,2025-03-11 09:00:00,2025-03-11 18:00:00,work,0.5,0.20503351447096
1,2025-03-11 19:00:00,2025-03-12 08:00:00,home,0.8,0.3561180356361745
1,2025-03-12 09:00:00,2025-03-12 18:00:00,work,0.5,0.347711592049581
1,2025-03-12 19:00:00,2025-03-13 08:00:00,home,0.8,0.2803720213221454
1,2025-03-13 09:00:00,2025-03-13 18:00:00,work,0.5,0.3459796122557738
1,2025-03-13 19:00:00,2025-03-14 08:00:00,home,0.8,0.22746259812607106
1,2025-03-14 09:00:00,2025-03-14 18:00:00,work,0.5,0.20110810648800725
1,2025-03-14 19:00:00,2025-03-15 11:00:00,home,0.8,0.2859863190623708
1,2025-03-15 17:00:00,2025-03-16 11:00:00,home,0.8,0.3275947755995706
1,2025-03-16 17:00:00,2025-03-17 08:00:00,home,0.8,0.2910546477020644
1,2025-03-17 09:00:00,2025-03-17 18:00:00,work,0.5,0.22267573432159926
1,2025-03-17 19:00:00,2025-03-18 08:00:00,home,0.8,0.3221783926983213
1,2025-03-18 09:00:00,2025-03-18 18:00:00,work,0.5,0.3211492731239673
1,2025-03-18 19:00:00,2025-03-19 08:00:00,home,0.8,0.21598864994100472
1,2025-03-19 09:00:00,2025-03-19 18:00:00,work,0.5,0.2847739037814067
1,2025-03-19 19:00:00,2025-03-20 08:00:00,home,0.8,0.26468233956919773
1,2025-03-20 09:00:00,2025-03-20 18:00:00,work,0.5,0.334253527927416
1,2025-03-20 19:00:00,2025-03-21 08:00:00,home,0.8,0.2535275935066279
1,2025-03-21 09:00:00,2025-03-21 18:00:00,work,0.5,0.2337649877267171
1,2025-03-21 19:00:00,2025-03-22 11:00:00,home,0.8,0.28935142865892804
1,2025-03-22 17:00:00,2025-03-23 11:00:00,home,0.8,0.266589437809496
1,2025-03-23 17:00:00,2025-03-24 08:00:00,home,0.8,0.24152162464828336
1,2025-03-24 09:00:00,2025-03-24 18:00:00,work,0.5,0.3521073501105938
1,2025-03-24 19:00:00,2025-03-25 08:00:00,home,0.8,0.20327444539011164
1,2025-03-25 09:00:00,2025-03-25 18:00:00,work,0.5,0.30245962188042924
1,2025-03-25 19:00:00,2025-03-26 08:00:00,home,0.8,0.3088816279498896
1,2025-03-26 09:00:00,2025-03-26 18:00:00,work,0.5,0.21225385687181428
1,2025-03-26 19:00:00,2025-03-27 08:00:00,home,0.8,0.2997647877587253
1,2025-03-27 09:00:00,2025-03-27 18:00:00,work,0.5,0.3133864687613319
1,2025-03-27 19:00:00,2025-03-28 08:00:00,home,0.8,0.356937292305765
1,2025-03-28 09:00:00,2025-03-28 18:00:00,work,0.5,0.3986479095650389
1,2025-03-28 19:00:00,2025-03-29 11:00:00,home,0.8,0.3613843887916306
1,2025-03-29 17:00:00,2025-03-30 11:00:00,home,0.8,0.2879155117525701
1,2025-03-30 17:00:00,2025-03-31 08:00:00,home,0.8,0.3637664450890711
1,2025-03-31 09:00:00,2025-03-31 18:00:00,work,0.5,0.208898722126154
1,2025-03-31 19:00:00,2025-04-01 08:00:00,home,0.8,0.29278134153411994
1,2025-04-01 09:00:00,2025-04-01 18:00:00,work,0.5,0.2530324355880059
1,2025-04-01 19:00:00,2025-04-02 08:00:00,home,0.8,0.21448840688432577
1,2025-04-02 09:00:00,2025-04-02 18:00:00,work,0.5,0.3128752853418678
1,2025-04-02 19:00:00,2025-04-03 08:00:00,home,0.8,0.39280334908918996
1,2025-04-03 09:00:00,2025-04-03 18:00:00,work,0.5,0.3709596882359283
